Id,SalePrice
1461,122626.03
1462,152875.52
1463,178764.89
1464,205805.61
1465,187740.64
1466,184155.81
1467,166996.88
1468,176611.02
1469,195880.08
1470,130089.39
1471,200493.89
1472,110869.57
1473,112503.16
1474,154449.8
1475,131401.48
1476,330618.66
1477,246071.67
1478,286482.28
1479,315758.1
1480,369787.84
1481,283495.47
1482,212445.83
1483,188881.06
1484,172641.34
1485,196784.22
1486,194162.88
1487,387662.66
1488,212616.39
1489,190217.2
1490,212546.89
1491,188544.55
1492,103498.8
1493,182513.02
1494,276545.56
1495,254387.36
1496,239624.19
1497,179026.39
1498,189149.23
1499,172693.08
1500,182280.03
1501,188708.81
1502,194799.11
1503,259237.4
1504,216431.27
1505,212275.9
1506,178932.47
1507,217121.17
1508,182996.9
1509,169023.4
1510,157460.38
1511,156758.19
1512,170964.23
1513,144612.58
1514,135877.98
1515,136156.38
1516,140289.28
1517,168237.95
1518,126766.3
1519,205986.2
1520,140022.62
1521,141630.22
1522,159201.28
1523,115588.28
1524,117169.59
1525,126495.6
1526,133698.08
1527,117502.31
1528,127529.41
1529,134891.14
1530,158832.67
1531,123878.36
1532,109497.22
1533,142877.75
1534,134922.34
1535,145568.53
1536,118188.16
1537,81341.664
1538,135487.73
1539,196611.86
1540,114256.18
1541,134539.17
1542,127727.11
1543,140393.61
1544,111896.31
1545,110749.28
1546,125910.24
1547,141996.53
1548,128214.5
1549,128106.03
1550,116769.72
1551,103153.68
1552,142932.55
1553,189051.83
1554,130984.7
1555,177672.38
1556,106725.08
1557,90483.4
1558,139114.52
1559,140449.14
1560,140391.27
1561,128603.836
1562,148026.3
1563,126908.4
1564,186807.88
1565,150925.45
1566,211515.72
1567,90218.164
1568,248731.48
1569,152632.77
1570,162050.97
1571,115404.78
1572,140456.28
1573,254932.12
1574,113814.15
1575,237801.61
1576,226309.31
1577,209347.56
1578,118390.79
1579,152006.73
1580,177991.38
1581,195945.38
1582,135212.69
1583,244143.86
1584,213890.31
1585,144686.06
1586,108983.55
1587,97882.734
1588,162086.08
1589,106232.65
1590,121924.62
1591,115840.46
1592,134762.52
1593,121966.234
1594,133305.16
1595,144738.23
1596,207782.8
1597,165570.2
1598,224229.89
1599,236171.25
1600,191149.27
1601,92311.266
1602,118588.53
1603,80536.9
1604,294042.0
1605,220233.16
1606,137572.84
1607,142124.3
1608,226156.38
1609,186781.47
1610,164849.98
1611,149269.66
1612,179843.89
1613,151220.89
1614,212503.39
1615,106723.46
1616,101930.99
1617,105587.28
1618,123762.33
1619,187583.56
1620,167855.9
1621,140881.34
1622,149852.05
1623,258428.44
1624,207731.31
1625,140391.45
1626,141662.14
1627,180139.14
1628,237891.69
1629,179917.22
1630,271288.3
1631,212270.61
1632,232977.25
1633,202921.84
1634,207719.16
1635,185714.6
1636,187579.86
1637,219401.55
1638,191049.0
1639,185912.81
1640,191746.22
1641,187066.5
1642,241811.86
1643,213670.7
1644,208283.98
1645,206185.7
1646,168660.05
1647,168595.81
1648,137740.52
1649,149715.5
1650,107608.79
1651,118350.43
1652,108528.555
1653,119697.59
1654,154005.55
1655,165737.6
1656,140013.61
1657,137889.17
1658,175389.48
1659,132993.19
1660,178298.75
1661,364681.22
1662,281559.1
1663,338211.25
1664,419035.9
1665,246340.67
1666,320298.16
1667,362967.75
1668,375196.1
1669,290389.8
1670,389560.44
1671,281470.03
1672,312344.16
1673,285265.7
1674,242091.5
1675,205556.77
1676,236909.48
1677,214568.06
1678,375085.16
1679,335270.38
1680,334544.06
1681,331750.12
1682,322800.9
1683,203072.77
1684,187359.83
1685,187180.33
1686,190055.73
1687,195383.06
1688,239909.48
1689,188175.17
1690,189987.08
1691,200432.7
1692,242555.47
1693,204750.88
1694,180326.47
1695,164193.67
1696,290571.78
1697,167321.22
1698,276479.7
1699,346501.56
1700,274046.4
1701,272269.94
1702,231724.28
1703,236879.06
1704,229666.2
1705,243568.62
1706,397290.97
1707,225418.58
1708,193448.77
1709,227965.17
1710,209285.06
1711,342308.06
1712,288899.22
1713,242911.08
1714,216951.2
1715,203620.02
1716,174085.1
1717,192866.2
1718,159885.3
1719,208422.56
1720,241772.9
1721,166576.86
1722,167228.94
1723,170378.39
1724,181411.34
1725,227309.97
1726,180690.95
1727,168333.42
1728,195955.6
1729,170274.2
1730,137111.89
1731,125692.51
1732,134147.33
1733,121883.02
1734,123228.125
1735,161735.72
1736,121493.21
1737,262264.5
1738,244929.22
1739,219018.53
1740,206644.2
1741,197791.94
1742,183611.73
1743,226617.88
1744,221362.14
1745,226882.39
1746,172605.77
1747,221338.58
1748,216255.67
1749,179106.14
1750,145515.95
1751,276257.72
1752,123150.0
1753,127775.914
1754,174461.6
1755,186968.98
1756,127430.984
1757,127418.07
1758,144477.14
1759,140259.97
1760,161196.97
1761,145982.08
1762,148735.44
1763,171441.83
1764,137363.6
1765,136232.0
1766,171256.6
1767,168380.52
1768,145883.55
1769,149626.39
1770,160120.12
1771,162958.53
1772,139845.0
1773,131515.03
1774,131861.44
1775,132250.03
1776,141131.94
1777,118655.43
1778,161987.78
1779,155017.17
1780,153445.45
1781,138081.38
1782,110950.62
1783,176465.03
1784,123438.31
1785,120892.945
1786,135743.22
1787,180753.56
1788,106840.82
1789,105747.08
1790,105883.63
1791,181591.22
1792,147919.9
1793,139010.62
1794,150743.36
1795,128270.74
1796,174379.23
1797,113946.945
1798,157115.92
1799,120232.234
1800,155262.2
1801,117484.44
1802,117856.75
1803,135625.36
1804,164917.19
1805,137826.1
1806,154582.58
1807,141104.27
1808,120285.13
1809,148344.45
1810,130971.13
1811,118905.305
1812,112568.7
1813,118861.54
1814,106360.75
1815,85337.61
1816,112815.4
1817,156670.25
1818,146216.28
1819,150348.3
1820,119214.23
1821,108745.9
1822,170322.73
1823,97450.25
1824,112418.95
1825,124309.51
1826,122587.79
1827,113850.13
1828,125485.95
1829,126656.81
1830,128027.37
1831,119967.445
1832,103752.04
1833,134227.36
1834,168172.16
1835,99931.25
1836,136738.39
1837,148789.38
1838,151160.19
1839,115949.516
1840,145471.11
1841,142863.52
1842,89477.35
1843,144519.64
1844,194636.08
1845,149067.42
1846,180794.12
1847,157529.94
1848,79369.22
1849,132286.62
1850,132587.97
1851,137607.61
1852,113805.32
1853,188697.25
1854,186569.45
1855,195355.72
1856,206625.55
1857,173628.2
1858,131279.75
1859,126519.02
1860,172293.53
1861,126519.02
1862,301036.62
1863,315136.56
1864,315136.56
1865,400386.47
1866,282652.34
1867,227647.31
1868,248187.58
1869,212989.14
1870,231737.83
1871,255662.9
1872,201459.16
1873,235179.12
1874,150989.88
1875,200090.58
1876,214891.3
1877,216736.33
1878,215950.45
1879,162644.17
1880,142166.81
1881,220232.17
1882,216221.83
1883,205729.02
1884,201455.31
1885,219491.45
1886,259245.66
1887,222630.61
1888,222248.66
1889,204651.39
1890,140138.77
1891,160626.89
1892,133729.31
1893,136475.89
1894,131838.73
1895,140551.5
1896,119802.88
1897,136866.72
1898,143197.06
1899,166060.3
1900,148533.7
1901,165720.66
1902,141782.03
1903,161126.9
1904,133565.73
1905,155827.78
1906,160413.48
1907,165949.25
1908,123924.08
1909,177322.55
1910,154075.33
1911,215525.27
1912,263253.6
1913,143068.05
1914,104177.984
1915,370400.9
1916,68932.06
1917,199577.47
1918,143238.83
1919,178252.75
1920,145144.6
1921,303464.06
1922,327894.22
1923,193367.48
1924,284954.56
1925,199342.66
1926,362187.97
1927,142939.8
1928,157980.58
1929,137995.36
1930,153657.78
1931,146563.67
1932,139371.1
1933,207474.97
1934,176483.73
1935,177895.05
1936,199809.25
1937,198516.55
1938,180782.52
1939,257727.23
1940,183998.31
1941,179832.16
1942,187348.03
1943,205310.47
1944,431230.03
1945,385948.84
1946,158520.16
1947,269703.1
1948,177039.36
1949,231536.48
1950,178134.44
1951,239450.6
1952,192385.84
1953,178549.17
1954,187228.11
1955,133043.45
1956,292331.72
1957,148542.9
1958,261136.78
1959,181507.22
1960,127587.57
1961,132661.6
1962,108341.63
1963,100275.9
1964,106510.24
1965,149845.95
1966,131414.3
1967,340421.2
1968,402900.25
1969,368376.72
1970,398275.72
1971,428024.22
1972,377198.47
1973,319908.66
1974,341854.97
1975,309680.62
1976,261851.61
1977,277913.5
1978,346674.1
1979,318771.66
1980,211701.89
1981,323428.78
1982,228127.45
1983,216333.03
1984,192039.83
1985,207565.88
1986,192835.55
1987,218577.56
1988,183571.78
1989,192040.45
1990,243425.02
1991,216939.75
1992,233385.48
1993,189515.66
1994,217277.36
1995,173053.06
1996,326804.9
1997,417918.78
1998,291669.0
1999,278371.6
2000,283524.22
2001,293554.6
2002,235361.2
2003,236664.4
2004,328598.0
2005,227887.11
2006,200858.14
2007,232926.92
2008,202198.97
2009,213776.98
2010,186970.28
2011,168281.8
2012,183495.19
2013,208631.86
2014,214530.66
2015,239363.52
2016,187678.03
2017,193130.78
2018,158465.23
2019,130422.266
2020,115836.26
2021,140002.97
2022,157864.1
2023,139674.27
2024,300762.47
2025,361839.75
2026,197744.97
2027,177441.97
2028,158903.42
2029,162243.78
2030,302664.88
2031,220212.52
2032,248782.33
2033,225907.25
2034,164086.28
2035,246034.52
2036,184633.08
2037,184346.84
2038,204447.44
2039,239632.89
2040,226079.5
2041,222806.08
2042,204298.52
2043,156110.84
2044,146467.08
2045,163028.0
2046,133075.4
2047,133170.38
2048,134261.3
2049,130738.03
2050,174739.89
2051,124824.09
2052,123394.95
2053,159916.67
2054,141713.95
2055,160982.17
2056,145336.34
2057,133874.27
2058,207254.75
2059,142514.47
2060,140146.81
2061,168332.56
2062,132067.94
2063,143462.19
2064,137897.53
2065,130667.99
2066,143657.1
2067,127076.414
2068,114355.16
2069,111988.39
2070,109323.63
2071,133274.6
2072,125960.734
2073,135755.47
2074,175583.1
2075,144421.58
2076,117378.73
2077,171376.55
2078,138000.44
2079,121747.664
2080,112292.08
2081,110689.4
2082,139289.3
2083,133002.7
2084,117370.75
2085,125986.76
2086,119051.99
2087,115363.58
2088,113024.914
2089,103905.984
2090,159060.73
2091,114127.91
2092,131569.05
2093,123288.75
2094,152982.28
2095,133670.9
2096,119853.94
2097,135208.06
2098,138863.55
2099,95695.86
2100,112808.57
2101,117368.125
2102,126340.3
2103,104870.56
2104,133153.14
2105,186869.9
2106,105616.695
2107,158102.6
2108,113564.414
2109,110807.86
2110,113533.76
2111,125011.84
2112,120852.08
2113,144296.03
2114,119982.61
2115,162009.98
2116,123992.07
2117,144176.73
2118,122354.8
2119,112169.48
2120,146755.02
2121,104734.77
2122,116764.67
2123,92022.586
2124,145995.39
2125,113330.06
2126,150243.78
2127,123624.74
2128,130011.18
2129,107714.02
2130,122845.21
2131,117539.55
2132,115694.38
2133,105420.66
2134,104981.05
2135,93634.52
2136,102763.05
2137,97762.336
2138,135610.7
2139,137095.4
2140,154963.64
2141,179327.56
2142,152849.67
2143,168641.84
2144,116735.04
2145,151980.88
2146,162573.03
2147,163639.64
2148,142780.33
2149,159167.28
2150,182629.52
2151,130270.26
2152,208768.84
2153,155117.78
2154,128499.9
2155,143519.55
2156,303693.1
2157,220201.66
2158,232639.1
2159,213504.16
2160,212126.33
2161,227146.94
2162,302958.66
2163,382123.78
2164,249140.88
2165,195690.22
2166,157753.98
2167,213236.45
2168,216546.75
2169,220144.66
2170,205728.36
2171,165261.4
2172,131496.05
2173,148736.34
2174,211183.56
2175,249831.69
2176,268556.2
2177,207450.45
2178,220293.77
2179,162837.34
2180,148944.17
2181,197512.47
2182,210398.62
2183,206952.36
2184,132210.58
2185,161959.61
2186,132952.2
2187,155392.1
2188,161506.16
2189,174356.9
2190,89053.8
2191,76591.31
2192,130035.86
2193,129496.086
2194,114048.62
2195,161117.95
2196,114756.85
2197,119921.06
2198,119534.266
2199,127877.766
2200,148184.92
2201,139098.53
2202,221894.27
2203,152426.22
2204,178846.88
2205,132481.47
2206,173194.89
2207,201570.47
2208,202859.67
2209,203752.86
2210,143053.83
2211,117554.2
2212,109780.79
2213,118879.805
2214,211562.36
2215,104391.55
2216,119131.39
2217,92309.45
2218,102429.48
2219,87706.375
2220,118456.984
2221,370576.2
2222,349991.53
2223,257843.77
2224,187757.9
2225,140397.9
2226,171332.25
2227,211679.48
2228,291959.56
2229,220406.77
2230,159295.64
2231,261521.34
2232,200450.17
2233,211667.61
2234,272595.38
2235,245528.52
2236,223313.53
2237,250405.52
2238,213682.53
2239,140847.03
2240,171192.47
2241,158987.02
2242,129838.22
2243,148985.27
2244,128133.73
2245,141179.08
2246,141832.61
2247,121333.62
2248,138472.34
2249,153568.75
2250,124215.43
2251,132325.64
2252,152683.23
2253,181372.88
2254,170882.34
2255,177993.06
2256,172197.2
2257,175654.16
2258,182261.12
2259,184228.67
2260,145932.16
2261,195809.48
2262,226426.92
2263,391929.72
2264,377581.6
2265,178663.12
2266,325162.62
2267,321858.66
2268,459022.94
2269,182599.52
2270,207144.47
2271,192214.23
2272,198492.31
2273,176881.22
2274,187068.19
2275,145832.11
2276,211899.97
2277,153508.98
2278,121881.64
2279,159022.97
2280,125891.02
2281,193272.77
2282,216701.48
2283,103880.16
2284,142034.73
2285,139660.2
